Hourly Obs
Station Location: ADAMS FIELD AIRPORT (13963)
Lat: 34.727
Lon: -92.238
Elev: 258 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13963,20160101,1353,12,SCT250, ,10.00, , , ,48, ,8.9, ,39, ,3.7, ,25, ,-3.9, , 41, ,10, ,280, , , ,30.15, , , , , ,30.43, ,AA, , , ,30.43, 
13963,20160101,1453,12,SCT250, ,10.00, , , ,48, ,8.9, ,39, ,3.7, ,25, ,-3.9, , 41, ,11, ,290, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160101,1553,12,SCT250, ,10.00, , , ,47, ,8.3, ,38, ,3.3, ,24, ,-4.4, , 41, ,10, ,320, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160101,1653,12,SCT250, ,10.00, , , ,45, ,7.2, ,37, ,2.7, ,24, ,-4.4, , 44, , 6, ,280, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160101,1753,12,SCT250, ,10.00, , , ,42, ,5.6, ,36, ,2.2, ,27, ,-2.8, , 55, , 0, ,000, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160101,1853,12,SCT250, ,10.00, , , ,40, ,4.4, ,35, ,1.8, ,28, ,-2.2, , 62, , 6, ,220, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160101,1953,12,FEW250, ,10.00, , , ,38, ,3.3, ,34, ,1.3, ,29, ,-1.7, , 70, , 6, ,240, , , ,30.18, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20160101,2053,12,FEW250, ,10.00, , , ,36, ,2.2, ,33, ,0.5, ,28, ,-2.2, , 73, , 6, ,250, , , ,30.17, , , , , ,30.46, ,AA, , , ,30.45, 
13963,20160101,2153,12,FEW250, ,10.00, , , ,36, ,2.2, ,33, ,0.7, ,29, ,-1.7, , 76, , 5, ,240, , , ,30.18, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20160101,2253,12,FEW250, ,10.00, , , ,34, ,1.1, ,32, ,-0.1, ,28, ,-2.2, , 79, , 5, ,240, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160101,2353,12,CLR, ,10.00, , , ,35, ,1.7, ,32, ,-0.1, ,26, ,-3.3, , 70, , 7, ,320, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160102,0053,12,SCT250, ,10.00, , , ,34, ,1.1, ,32, ,-0.1, ,28, ,-2.2, , 79, , 0, ,000, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20160102,0153,12,FEW250, ,10.00, , , ,35, ,1.7, ,32, ,-0.1, ,26, ,-3.3, , 70, , 3, ,280, , , ,30.15, , , , , ,30.43, ,AA, , , ,30.43, 
13963,20160102,0253,12,SCT250, ,10.00, , , ,32, ,0.0, ,31, ,-0.8, ,28, ,-2.2, , 85, , 3, ,250, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,0353,12,BKN250, ,10.00, , , ,32, ,0.0, ,30, ,-1.0, ,27, ,-2.8, , 82, , 5, ,250, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,0453,12,SCT250, ,10.00, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, , 6, ,240, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,0553,12,FEW250, ,10.00, , , ,31, ,-0.6, ,29, ,-1.7, ,25, ,-3.9, , 78, , 3, ,260, , , ,30.13, , , , , ,30.43, ,AA, , , ,30.41, 
13963,20160102,0653,12,SCT250, ,10.00, , , ,30, ,-1.1, ,28, ,-2.0, ,25, ,-3.9, , 82, , 5, ,230, , , ,30.14, , , , , ,30.44, ,AA, , , ,30.42, 
13963,20160102,0753,12,SCT250, ,10.00, , , ,30, ,-1.1, ,29, ,-1.9, ,26, ,-3.3, , 85, , 3, ,220, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,0853,12,SCT250, ,10.00, , , ,35, ,1.7, ,33, ,0.3, ,29, ,-1.7, , 79, , 5, ,VR , , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,0953,12,SCT250, ,10.00, , , ,40, ,4.4, ,36, ,2.0, ,29, ,-1.7, , 65, , 0, ,000, , , ,30.15, , , , , ,30.44, ,AA, , , ,30.43, 
13963,20160102,1053,12,SCT250, ,10.00, , , ,44, ,6.7, ,37, ,2.9, ,27, ,-2.8, , 51, , 8, ,310, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160102,1153,12,SCT250, ,10.00, , , ,48, ,8.9, ,39, ,3.9, ,26, ,-3.3, , 42, , 9, ,310, , , ,30.10, , , , , ,30.39, ,AA, , , ,30.38, 
13963,20160102,1253,12,SCT250, ,10.00, , , ,51, ,10.6, ,40, ,4.5, ,24, ,-4.4, , 35, , 9, ,300, , , ,30.05, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20160102,1353,12,SCT250, ,10.00, , , ,52, ,11.1, ,40, ,4.6, ,23, ,-5.0, , 32, ,10, ,330, , , ,30.01, , , , , ,30.30, ,AA, , , ,30.29, 
13963,20160102,1453,12,SCT250, ,10.00, , , ,53, ,11.7, ,41, ,4.9, ,23, ,-5.0, , 31, , 6, ,310, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160102,1553,12,BKN250, ,10.00, , , ,53, ,11.7, ,41, ,5.0, ,24, ,-4.4, , 32, , 3, ,330, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160102,1653,12,BKN250, ,10.00, , , ,51, ,10.6, ,40, ,4.5, ,24, ,-4.4, , 35, , 0, ,000, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160102,1753,12,BKN250, ,10.00, , , ,47, ,8.3, ,39, ,3.6, ,26, ,-3.3, , 44, , 5, ,240, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160102,1853,12,SCT250, ,10.00, , , ,45, ,7.2, ,38, ,3.2, ,27, ,-2.8, , 49, , 6, ,230, , , ,29.97, , , , , ,30.27, ,AA, , , ,30.25, 
13963,20160102,1953,12,SCT250, ,10.00, , , ,42, ,5.6, ,37, ,2.6, ,29, ,-1.7, , 60, , 7, ,220, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20160102,2053,12,FEW250, ,10.00, , , ,41, ,5.0, ,36, ,2.3, ,29, ,-1.7, , 62, , 7, ,230, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20160102,2153,12,FEW250, ,10.00, , , ,39, ,3.9, ,35, ,1.6, ,29, ,-1.7, , 67, , 6, ,240, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20160102,2253,12,FEW250, ,10.00, , , ,38, ,3.3, ,35, ,1.5, ,30, ,-1.1, , 73, , 5, ,250, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20160102,2353,12,FEW250, ,10.00, , , ,39, ,3.9, ,35, ,1.8, ,30, ,-1.1, , 70, , 3, ,230, , , ,29.96, , , , , ,30.25, ,AA, , , ,30.24, 
13963,20160103,0053,12,FEW250, ,10.00, , , ,38, ,3.3, ,35, ,1.5, ,30, ,-1.1, , 73, , 0, ,000, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20160103,0153,12,FEW250, ,10.00, , , ,35, ,1.7, ,33, ,0.5, ,30, ,-1.1, , 82, , 6, ,250, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20160103,0253,12,FEW070, ,10.00, , , ,35, ,1.7, ,33, ,0.5, ,30, ,-1.1, , 82, , 5, ,250, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20160103,0353,12,SCT070, ,10.00, , , ,34, ,1.1, ,32, ,0.2, ,30, ,-1.1, , 85, , 5, ,240, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160103,0453,12,OVC065, ,10.00, , , ,37, ,2.8, ,35, ,1.4, ,31, ,-0.6, , 79, , 5, ,240, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.20, 
13963,20160103,0553,12,OVC065, ,10.00, , , ,40, ,4.4, ,36, ,2.4, ,31, ,-0.6, , 70, , 3, ,230, , , ,29.92, , , , , ,30.20, ,AA, , , ,30.20, 
13963,20160103,0653,12,OVC065, ,10.00, , , ,40, ,4.4, ,36, ,2.4, ,31, ,-0.6, , 70, , 5, ,260, , , ,29.92, , , , , ,30.21, ,AA, , , ,30.20, 
13963,20160103,0753,12,BKN065, ,10.00, , , ,41, ,5.0, ,37, ,2.7, ,31, ,-0.6, , 68, , 5, ,260, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160103,0853,12,BKN070, ,10.00, , , ,44, ,6.7, ,39, ,3.6, ,31, ,-0.6, , 60, , 8, ,300, , , ,29.94, , , , , ,30.23, ,AA, , , ,30.22, 
13963,20160103,0953,12,BKN080, ,10.00, , , ,46, ,7.8, ,39, ,4.0, ,30, ,-1.1, , 54, ,11, ,300, , , ,29.96, , , , , ,30.25, ,AA, , , ,30.24, 
13963,20160103,1053,12,BKN080, ,10.00, , , ,50, ,10.0, ,42, ,5.4, ,31, ,-0.6, , 48, , 8, ,310, , , ,29.95, , , , , ,30.24, ,AA, , , ,30.23, 
13963,20160103,1153,12,BKN075, ,10.00, , , ,48, ,8.9, ,40, ,4.6, ,30, ,-1.1, , 50, , 7, ,290, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160103,1253,12,SCT075, ,10.00, , , ,52, ,11.1, ,42, ,5.6, ,29, ,-1.7, , 41, , 7, ,320, , , ,29.90, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20160103,1353,12,FEW080, ,10.00, , , ,54, ,12.2, ,43, ,6.0, ,28, ,-2.2, , 37, ,10, ,310, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20160103,1453,12,FEW080, ,10.00, , , ,55, ,12.8, ,43, ,6.1, ,27, ,-2.8, , 34, ,11, ,300, , , ,29.88, , , , , ,30.17, ,AA, , , ,30.16, 
13963,20160103,1553,12,FEW080, ,10.00, , , ,54, ,12.2, ,42, ,5.6, ,26, ,-3.3, , 34, ,10, ,290, , , ,29.89, , , , , ,30.18, ,AA, , , ,30.17, 
13963,20160103,1653,12,CLR, ,10.00, , , ,51, ,10.6, ,41, ,5.0, ,27, ,-2.8, , 39, , 7, ,310, , , ,29.90, , , , , ,30.19, ,AA, , , ,30.18, 
13963,20160103,1753,12,CLR, ,10.00, , , ,49, ,9.4, ,40, ,4.5, ,28, ,-2.2, , 44, , 3, ,350, , , ,29.91, , , , , ,30.20, ,AA, , , ,30.19, 
13963,20160103,1853,12,CLR, ,10.00, , , ,43, ,6.1, ,37, ,2.9, ,29, ,-1.7, , 58, , 0, ,000, , , ,29.93, , , , , ,30.22, ,AA, , , ,30.21, 
13963,20160103,1953,12,CLR, ,10.00, , , ,42, ,5.6, ,37, ,2.8, ,30, ,-1.1, , 63, , 8, ,340, , , ,29.96, , , , , ,30.25, ,AA, , , ,30.24, 
13963,20160103,2053,12,CLR, ,10.00, , , ,45, ,7.2, ,38, ,3.3, ,28, ,-2.2, , 51, , 5, ,320, , , ,29.97, , , , , ,30.26, ,AA, , , ,30.25, 
13963,20160103,2153,12,CLR, ,10.00, , , ,42, ,5.6, ,36, ,2.0, ,26, ,-3.3, , 53, , 7, ,320, , , ,29.98, , , , , ,30.27, ,AA, , , ,30.26, 
13963,20160103,2253,12,CLR, ,10.00, , , ,41, ,5.0, ,35, ,1.7, ,26, ,-3.3, , 55, , 8, ,330, , , ,30.00, , , , , ,30.29, ,AA, , , ,30.28, 
13963,20160103,2353,12,CLR, ,10.00, , , ,38, ,3.3, ,33, ,0.8, ,26, ,-3.3, , 62, , 9, ,350, , , ,30.01, , , , , ,30.30, ,AA, , , ,30.29, 
13963,20160104,0053,12,CLR, ,10.00, , , ,37, ,2.8, ,33, ,0.4, ,26, ,-3.3, , 65, , 7, ,350, , , ,30.01, , , , , ,30.30, ,AA, , , ,30.29, 
13963,20160104,0153,12,CLR, ,10.00, , , ,35, ,1.7, ,32, ,-0.1, ,26, ,-3.3, , 70, , 8, ,350, , , ,30.03, , , , , ,30.32, ,AA, , , ,30.31, 
13963,20160104,0253,12,CLR, ,10.00, , , ,36, ,2.2, ,32, ,-0.0, ,25, ,-3.9, , 64, ,10, ,010, , , ,30.04, , , , , ,30.33, ,AA, , , ,30.32, 
13963,20160104,0353,12,CLR, ,10.00, , , ,36, ,2.2, ,32, ,-0.0, ,25, ,-3.9, , 64, ,11, ,010, , , ,30.05, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20160104,0453,12,CLR, ,10.00, , , ,34, ,1.1, ,31, ,-0.7, ,25, ,-3.9, , 70, ,10, ,010, , , ,30.06, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20160104,0553,12,FEW020, ,10.00, , , ,33, ,0.6, ,30, ,-1.2, ,24, ,-4.4, , 70, ,11, ,020, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20160104,0651,12,BKN019, ,10.00, , , ,32, ,0.0, ,29, ,-1.3, ,25, ,-4.0, , 75, , 8, ,020, , , ,30.11, , , , , ,M, ,SP, , , ,30.39, 
13963,20160104,0653,12,BKN019, ,10.00, , , ,32, ,0.0, ,29, ,-1.5, ,24, ,-4.4, , 72, , 9, ,030, , , ,30.11, , , , , ,30.40, ,AA, , , ,30.39, 
13963,20160104,0753,12,OVC020, ,10.00, , , ,33, ,0.6, ,30, ,-1.0, ,25, ,-3.9, , 72, ,15, ,020, ,18, ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160104,0853,12,OVC020, ,10.00, , , ,33, ,0.6, ,30, ,-1.0, ,25, ,-3.9, , 72, ,13, ,010, , , ,30.17, , , , , ,30.45, ,AA, , , ,30.45, 
13963,20160104,0953,12,OVC021, ,10.00, , , ,34, ,1.1, ,31, ,-0.7, ,25, ,-3.9, , 70, ,13, ,030, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20160104,1053,12,BKN023, ,10.00, , , ,35, ,1.7, ,31, ,-0.5, ,24, ,-4.4, , 64, ,11, ,020, , , ,30.21, , , , , ,30.50, ,AA, , , ,30.49, 
13963,20160104,1153,12,BKN027, ,10.00, , , ,38, ,3.3, ,33, ,0.6, ,25, ,-3.9, , 60, ,11, ,060, , , ,30.19, , , , , ,30.49, ,AA, , , ,30.47, 
13963,20160104,1229,12,SCT028, ,10.00, , , ,38, ,3.3, ,33, ,0.2, ,23, ,-5.0, , 55, ,10, ,050, , , ,30.18, , , , , ,M, ,SP, , , ,30.46, 
13963,20160104,1253,12,SCT028, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, , 8, ,050, , , ,30.17, , , , , ,30.47, ,AA, , , ,30.45, 
13963,20160104,1353,12,SCT030, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, ,11, ,070, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160104,1453,12,FEW032, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, ,13, ,070, , , ,30.16, , , , , ,30.45, ,AA, , , ,30.44, 
13963,20160104,1553,12,FEW031, ,10.00, , , ,37, ,2.8, ,32, ,0.1, ,24, ,-4.4, , 59, , 9, ,090, , , ,30.18, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20160104,1653,12,FEW030 SCT250, ,10.00, , , ,35, ,1.7, ,31, ,-0.7, ,23, ,-5.0, , 62, ,10, ,070, , , ,30.18, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20160104,1753,12,FEW030 SCT250, ,10.00, , , ,33, ,0.6, ,29, ,-1.4, ,23, ,-5.0, , 67, ,10, ,060, , , ,30.18, , , , , ,30.47, ,AA, , , ,30.46, 
13963,20160104,1853,12,SCT250, ,10.00, , , ,31, ,-0.6, ,28, ,-2.2, ,22, ,-5.6, , 69, , 8, ,060, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20160104,1953,12,SCT250, ,10.00, , , ,29, ,-1.7, ,27, ,-2.8, ,23, ,-5.0, , 78, , 8, ,060, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20160104,2053,12,FEW250, ,10.00, , , ,30, ,-1.1, ,28, ,-2.4, ,23, ,-5.0, , 75, , 7, ,070, , , ,30.20, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20160104,2153,12,FEW250, ,10.00, , , ,29, ,-1.7, ,27, ,-2.8, ,23, ,-5.0, , 78, , 7, ,070, , , ,30.20, , , , , ,30.50, ,AA, , , ,30.48, 
13963,20160104,2253,12,CLR, ,10.00, , , ,29, ,-1.7, ,27, ,-2.8, ,23, ,-5.0, , 78, , 7, ,060, , , ,30.20, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20160104,2353,12,CLR, ,10.00, , , ,28, ,-2.2, ,26, ,-3.1, ,23, ,-5.0, , 82, , 6, ,040, , , ,30.20, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20160105,0053,12,FEW250, ,10.00, , , ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 7, ,050, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20160105,0153,12,CLR, ,10.00, , , ,27, ,-2.8, ,25, ,-3.6, ,22, ,-5.6, , 81, , 5, ,030, , , ,30.20, , , , , ,30.49, ,AA, , , ,30.48, 
13963,20160105,0253,12,FEW250, ,10.00, , , ,27, ,-2.8, ,25, ,-3.6, ,22, ,-5.6, , 81, , 6, ,050, , , ,30.21, , , , , ,30.50, ,AA, , , ,30.49, 
13963,20160105,0353,12,FEW250, ,10.00, , , ,27, ,-2.8, ,26, ,-3.5, ,23, ,-5.0, , 85, , 7, ,050, , , ,30.21, , , , , ,30.50, ,AA, , , ,30.49, 
13963,20160105,0453,12,SCT250, ,10.00, , , ,26, ,-3.3, ,25, ,-4.0, ,22, ,-5.6, , 85, , 3, ,040, , , ,30.22, , , , , ,30.52, ,AA, , , ,30.50, 
13963,20160105,0553,12,FEW250, ,10.00, , , ,25, ,-3.9, ,24, ,-4.6, ,21, ,-6.1, , 85, , 7, ,050, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160105,0653,12,FEW250, ,10.00, , , ,26, ,-3.3, ,25, ,-4.0, ,22, ,-5.6, , 85, , 6, ,050, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160105,0753,12,FEW250, ,10.00, , , ,28, ,-2.2, ,26, ,-3.1, ,23, ,-5.0, , 82, , 0, ,000, , , ,30.23, , , , , ,30.52, ,AA, , , ,30.51, 
13963,20160105,0853,12,FEW250, ,10.00, , , ,32, ,0.0, ,29, ,-1.3, ,25, ,-3.9, , 75, , 7, ,050, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160105,0953,12,FEW250, ,10.00, , , ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 7, ,090, , , ,30.25, , , , , ,30.54, ,AA, , , ,30.53, 
13963,20160105,1053,12,SCT250, ,10.00, , , ,38, ,3.3, ,32, ,0.1, ,22, ,-5.6, , 53, , 8, ,140, , , ,30.23, , , , , ,30.53, ,AA, , , ,30.51, 
13963,20160105,1153,12,SCT250, ,10.00, , , ,40, ,4.4, ,33, ,0.4, ,20, ,-6.7, , 45, , 8, ,120, , , ,30.19, , , , , ,30.48, ,AA, , , ,30.47, 
13963,20160105,1253,12,BKN250, ,10.00, , , ,41, ,5.0, ,33, ,0.7, ,20, ,-6.7, , 43, , 5, ,090, , , ,30.14, , , , , ,30.43, ,AA, , , ,30.42, 
13963,20160105,1353,12,BKN250, ,10.00, , , ,41, ,5.0, ,34, ,0.9, ,21, ,-6.1, , 45, , 6, ,110, , , ,30.11, , , , , ,30.40, ,AA, , , ,30.39, 
13963,20160105,1453,12,BKN250, ,10.00, , , ,42, ,5.6, ,34, ,1.1, ,20, ,-6.7, , 41, , 6, ,VR , , , ,30.10, , , , , ,30.39, ,AA, , , ,30.38, 
13963,20160105,1553,12,FEW150 BKN250, ,10.00, , , ,40, ,4.4, ,33, ,0.7, ,22, ,-5.6, , 49, , 8, ,120, , , ,30.09, , , , , ,30.39, ,AA, , , ,30.37, 
13963,20160105,1653,12,FEW150 BKN250, ,10.00, , , ,39, ,3.9, ,33, ,0.7, ,24, ,-4.4, , 55, , 8, ,110, , , ,30.09, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20160105,1753,12,FEW150 BKN250, ,10.00, , , ,36, ,2.2, ,31, ,-0.5, ,22, ,-5.6, , 57, , 7, ,100, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20160105,1853,12,FEW150 BKN250, ,10.00, , , ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 6, ,080, , , ,30.09, , , , , ,30.38, ,AA, , , ,30.37, 
13963,20160105,1953,12,BKN250, ,10.00, , , ,35, ,1.7, ,31, ,-0.3, ,25, ,-3.9, , 67, , 3, ,090, , , ,30.10, , , , , ,30.39, ,AA, , , ,30.38, 
13963,20160105,2053,12,BKN250, ,10.00, , , ,34, ,1.1, ,31, ,-0.7, ,25, ,-3.9, , 70, , 0, ,000, , , ,30.11, , , , , ,30.40, ,AA, , , ,30.39, 
13963,20160105,2153,12,BKN250, ,10.00, , , ,32, ,0.0, ,30, ,-1.2, ,26, ,-3.3, , 79, , 0, ,000, , , ,30.10, , , , , ,30.40, ,AA, , , ,30.38, 
13963,20160105,2253,12,BKN250, ,10.00, , , ,31, ,-0.6, ,29, ,-1.5, ,26, ,-3.3, , 82, , 0, ,000, , , ,30.10, , , , , ,30.39, ,AA, , , ,30.38, 
13963,20160105,2353,12,BKN250, ,10.00, , , ,32, ,0.0, ,30, ,-1.2, ,26, ,-3.3, , 79, , 6, ,050, , , ,30.08, , , , , ,30.37, ,AA, , , ,30.36, 
13963,20160106,0053,12,BKN250, ,10.00, , , ,33, ,0.6, ,30, ,-0.8, ,26, ,-3.3, , 75, , 0, ,000, , , ,30.06, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20160106,0153,12,BKN250, ,10.00, , , ,31, ,-0.6, ,29, ,-1.7, ,25, ,-3.9, , 78, , 0, ,000, , , ,30.06, , , , , ,30.35, ,AA, , , ,30.34, 
13963,20160106,0253,12,BKN250, ,10.00, , , ,31, ,-0.6, ,29, ,-1.7, ,25, ,-3.9, , 78, , 0, ,000, , , ,30.05, , , , , ,30.34, ,AA, , , ,30.33, 
13963,20160106,0353,12,SCT250, ,10.00, , , ,29, ,-1.7, ,27, ,-2.6, ,24, ,-4.4, , 82, , 0, ,000, , , ,30.03, , , , , ,30.32, ,AA, , , ,30.31, 
13963,20160106,0453,12,SCT250, ,10.00, , , ,29, ,-1.7, ,28, ,-2.4, ,25, ,-3.9, , 85, , 0, ,000, , , ,30.03, , , , , ,30.32, ,AA, , , ,30.31, 
13963,20160106,0553,12,SCT250, ,10.00, , , ,29, ,-1.7, ,28, ,-2.4, ,25, ,-3.9, , 85, , 0, ,000, , , ,30.03, , , , , ,30.32, ,AA, , , ,30.31, 
